Name,Position,Company,Education,Location,Connections,Profile Link
Jen Ruz,Executive Secretary to the CEO,Werdenberg International Corp,University of the Philippines,"NCR - National Capital Region, Philippines",156,https://www.linkedin.com/in/jen-ruz-a9599511a/
Renette Gargar,CEO,MAHGARGAR INC.,Centro Escolar University Manila,"Region VI - Western Visayas, Philippines",272,https://www.linkedin.com/in/renette-gargar-3a8534129/
Jenna Marie Ortiz,Executive Secretary to the Chairman & CEO,Lepanto Consolidated Mining Company,Philippine Normal University,Philippines,500+,https://www.linkedin.com/in/jenna-marie-ortiz-b1198577/
Hershey Anne Calope,Executive Assistant to the CEO,"Flat Planet Philippines, Inc.",Polytechnic University of the Philippines,"NCR - National Capital Region, Philippines",89,https://www.linkedin.com/in/hershey-anne-calope-054449163/
jin su kim,CEO,AMA University,,"NCR - National Capital Region, Philippines",234,https://www.linkedin.com/in/jin-su-kim-42a96a56/
Ivory Kim Guevarra,Executive Assistant to Chief Finance Officer,Prince Retail Group of Companies,Silliman University,"Region VII - Central Visayas, Philippines",206,https://www.linkedin.com/in/ivory-kim-guevarra-398587136/
Ron Romero,CEO,Barley and Craft,The University of British Columbia,"NCR - National Capital Region, Philippines",56,https://www.linkedin.com/in/ron-romero-359665189/
Henry Aguda,"Digital Transformation | Digital Banking | Financial Crimes | Data Privacy Keynote Speaker, Practitioner & Advisor",UBX Philippines,University of the Philippines,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/henryaguda/
M. Alan Shapiro,CEO,Executive Boutique Call Center,University of Massachusetts Boston,"Region VII - Central Visayas, Philippines",275,https://www.linkedin.com/in/m-alan-shapiro-362331186/
amando alfonso,chief operating officer,JADDIE GEN. SERVICES,UST,"NCR - National Capital Region, Philippines",157,https://www.linkedin.com/in/amando-alfonso-94764163/
Ireneus Laszlo II Legeza,Chairman Of The Executive Board,Data Privacy and Security Council of the Philippines,University of Cambridge,"NCR - National Capital Region, Philippines",429,https://www.linkedin.com/in/illegeza/
Richard Prodigalidad,President / CEO,DHQ Digital Marketing Inc.,Delasalle University Dasmarinas,"Region IVA - Calabarzon, Philippines",440,https://www.linkedin.com/in/richardfprodigalidad/
Aldren B. Samson,Group Chief Operating Officer,Imperial Homes Corporation,Singapore Management University,"NCR - National Capital Region, Philippines",257,https://www.linkedin.com/in/aldrenbsamson/
"Drixel M. Ortega, MABE",Chief Customer Officer,MyTown,,"NCR - National Capital Region, Philippines",493,https://www.linkedin.com/in/drixel-m-ortega-mabe-5a0647b6/
Nadine Saddi,Executive Assistant to the President & CEO,"Aboitiz Construction, Inc.",San Beda College Alabang,"Region IVA - Calabarzon, Philippines",285,https://www.linkedin.com/in/nadinesaddi/
Michael Tiongson,CEO,Qarabao,Ateneo de Manila University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/michael-tiongson-216b2641/
Jeremy Roldan,CEO,JETI - Jigabytes Enterprises Technologies Inc.,Systems Technology Institute,"Region IVA - Calabarzon, Philippines",311,https://www.linkedin.com/in/jeremy-roldan-68b4ba60/
"MARIEL ANN ""LEI"" GARBELES",Executive Secretary to the President & CEO,Cinderella Marketing Corporation (Phils.) and AGC Realty Corporation,Polytechnic University of the Philippines,"NCR - National Capital Region, Philippines",407,https://www.linkedin.com/in/mariel-ann-lei-garbeles-101980113/
Ivan De Lima,Chief Operation Officer/General Manager,Peniel P2 International Incorporated,"New Era University, Quezon City","NCR - National Capital Region, Philippines",267,https://www.linkedin.com/in/ivan-de-lima-5a6599a3/
Shahab Shabibi,"Co-Founder & CEO, Machine Ventures",Machine Ventures,Mapa University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/shahabshabibi/
Ricky Dagelet,CEO,eScience,De La Salle University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/ricky-dagelet-3a48b17/
Paul Fox,CEO,LeTou,University of Strathclyde,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/jpaulfox/
Jon Russell,Chief Commercial Officer,First Gen Corporation,,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/jon-russell-82633748/
David Caldwell,CEO,DEVTAC CRM INC.,,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/david-caldwell-b9185723/
Chie Malaki,"CEO, Highly Succeed Inc.",Highly Succeed Inc.,,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/chie-malaki-6a35591a/
Mary Ann R.,Executive Assistant to Founder and CEO,MET Events,Jose Rizal University,"NCR - National Capital Region, Philippines",74,https://www.linkedin.com/in/mary-ann-r-12944615a/
Ellah Viray,"Loves Baking, Console Freak, Executive Assistant to the President/CEO",Scale Experts Inc.,Informatics Education Ltd.,Philippines,107,https://www.linkedin.com/in/ellahviray/
Chot (Vincent) Reyes,"Certified AGILE Leadership Coach, Marshal Goldsmith Executive & Team Coach. Champion Inspirational Speaker Futurefit CEO",coachcom.inc,Ateneo de Manila University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/chotreyes/
"Francis Uy, PMP, TOGAF 9",CEO,Sinag Solutions,University of the Philippines,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/frahnz78/
Gerel Roa,Chief Technology Officer,Sanosil Philippines,University of the Philippines,"NCR - National Capital Region, Philippines",465,https://www.linkedin.com/in/gerelroa/
Cezar Corillo,CEO,BeansMealsn'Guns,ACLC College,"Region III - Central Luzon, Philippines",50,https://www.linkedin.com/in/cezar-corillo-9a7523194/
Johanna Brillantes, SEO Artist | Digital Strategist & Business Optimizer | E-commerce Geek ,Self-Employed Digital Strategist Consultant,,Philippines,178,https://www.linkedin.com/in/johanna-brillantes/
Emerson Fonseca,CEO,NEM Philippines,Far Eastern University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/emerson-fonseca-7114048a/
Emmanuel Luga,CEO,Line24 Software Development Corp.,Ateneo de Davao University,Philippines,124,https://www.linkedin.com/in/emmanuel-luga-25a66a137/
Dindo Ylagan,CEO,Aero Delta Aviation Solutions Inc,,"NCR - National Capital Region, Philippines",61,https://www.linkedin.com/in/dindo-ylagan-0b3a9815a/
Jonalyn Herrera - Yu,CEO,"Viva Communications, Inc.",Centro Escolar University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/jonalyn-herrera-yu-84404039/
Teresita F. Apognol,CEO,Abejo Waters Corporation,,"Region VII - Central Visayas, Philippines",160,https://www.linkedin.com/in/teresita-f-apognol-036a23166/
Renvi Martinez,Group Chief Information Officer,Transnational Diversified Group,Asian Institute of Management,Philippines,500+,https://www.linkedin.com/in/renvi-martinez-4a624034/
David Bonifacio,CEO,Bridge Southeast Asia,Ateneo de Manila University,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/davidbonifacio/
Jhaymes Caracuel,CEO,"InnovaBlast Marketing, Consultancy and Services",University of Cebu,"Region VII - Central Visayas, Philippines",74,https://www.linkedin.com/in/jhaymes-caracuel-46288b187/
Luz Acabado,Executive Assistant to the President & CEO,Blaine Corporation,Holy Angel University,"Calabarzon, Philippines",90,https://www.linkedin.com/in/luz-acabado-4b74432b/
Donny Daryl Munez,CEO,Deviant Media,Silliman University,"Region XI - Davao, Philippines",500+,https://www.linkedin.com/in/donny-daryl-munez-19a9b021/
Carlos Simon Manlangit,CEO,MANHAVEN Electronics Gadgets Trading,University of Santo Tomas,"NCR - National Capital Region, Philippines",36,https://www.linkedin.com/in/carlos-simon-manlangit-047278177/
Leo C. Kadile,Decsendant,"Powered by Green Technology (2017 Expo for Green Tech exhibit, Conference and Awarding).",University of the Philippines,"NCR - National Capital Region, Philippines",500+,https://www.linkedin.com/in/leo-c-kadile-8a1a5763/
Janine Moit,CEO,Vision 2000 Feedmills Corporation,Polytechnic University of the Philippines,"Region IVA - Calabarzon, Philippines",94,https://www.linkedin.com/in/janine-moit-79682945/
Maryette Villamor,Executive Assistant to CEO,Sales Rain,"Philippine College of Health Sciences, Inc, Manila","NCR - National Capital Region, Philippines",84,https://www.linkedin.com/in/maryette-villamor-a49406108/
David Whitehead,CEO,Vantage Point Security,,Singapore,500+,https://www.linkedin.com/in/david-whitehead-4398638/
Piyush Gupta,CEO,DBS Bank,Indian Institute of Management Ahmedabad,Singapore,,https://www.linkedin.com/in/piyushguptadbs/
Lex Na,CEO,Bountie,Singapore Institute of Management,Singapore,500+,https://www.linkedin.com/in/lexna/
Charles Tee,CEO,AeroGuest,University College London - Institute of Education,Singapore,500+,https://www.linkedin.com/in/charles-tee/
Gerard Dache,CEO,BankCEX,,Singapore,500+,https://www.linkedin.com/in/gerard-dache/
James Rowan,CEO,Dyson,Glasgow Caledonian University,Singapore,500+,https://www.linkedin.com/in/james-rowan-8a5b803/
Tony Tay,CEO,NCS Group,,Singapore,500+,https://www.linkedin.com/in/tonytayyp/
Shn Juay,CEO,Paktor,National University of Singapore,Singapore,500+,https://www.linkedin.com/in/shnjuay/
Dieter Schlosser,CEO,SoftwareONE,VWA Stuttgart,Singapore,500+,https://www.linkedin.com/in/dieter-schlosser-a1a9ab4/
Roshni Mahtani Cheung,CEO,theAsianparent,,Singapore,500+,https://www.linkedin.com/in/roshnimahtani/
Wai Keong Foong,CEO,Ecquaria Technologies Pte Ltd,University of Melbourne,Singapore,152,https://www.linkedin.com/in/wai-keong-foong-8b74449/
David Maher,CEO,Jade Energy Holdings,,Singapore,500+,https://www.linkedin.com/in/david-maher-00672216/
Victor Lee Meng Teck,CEO,CIMB Singapore,Nanyang Technological University,Singapore,500+,https://www.linkedin.com/in/victor-lee-meng-teck-16345045/
Camilo Jimenez,CEO,WeSend,,Singapore,500+,https://www.linkedin.com/in/camjim/
John Lombard,CEO,NTT,Australian Institute of Company Directors,Singapore,500+,https://www.linkedin.com/in/jalombard/
Sir Dr Jeffrey Lin,CEO,Global Crypto Offering Exchange,"Knights of Malta, Federation of the Autonomous Priories (KMFAP)",Singapore,500+,https://www.linkedin.com/in/sirdrjeffreylin/
Daniel Callaghan,CEO,Veremark,IESE Business School,Singapore,500+,https://www.linkedin.com/in/danielcallaghan/
Theo Nasser,CEO,Right-Hand Cybersecurity,Santa Clara University,Singapore,500+,https://www.linkedin.com/in/theonasser/
Chong Hui Tan,CEO,JAH TECH Pte Ltd,Brigham Young University - Hawaii,Singapore,500+,https://www.linkedin.com/in/chong-hui-tan-60857483/
Devadas Krishnadas,CEO,Future-Moves Group,Tufts University - The Fletcher School of Law and Diplomacy,Singapore,500+,https://www.linkedin.com/in/devadaskrishnadas/
Digvijay Garg,CEO,Orane Consulting Private Limited,"Indian Institute of Management, Lucknow",Singapore,500+,https://www.linkedin.com/in/digvijaygarg/
Uday Shankar,CEO,Smart Centric,Indian Institute of Science,Singapore,500+,https://www.linkedin.com/in/ushankar/
Anurag Avula,CEO,Shopmatic Group,T.A. Pai Management Institute,Singapore,500+,https://www.linkedin.com/in/anurag-avula-2b06725/
Peter De Caluwe,CEO,Thunes,Groep T - Internationale Hogeschool Leuven,Singapore,500+,https://www.linkedin.com/in/peterdecaluwe/
Cindy Hook,CEO,Deloitte Asia Pacific,Miami University,Singapore,500+,https://www.linkedin.com/in/cindyhook/
LiMeng Lee,"CEO, Razer Fintech | Chief Strategy Officer, Razer Inc.",Razer Fin,Columbia University in the City of New York,Singapore,500+,https://www.linkedin.com/in/limeng-lee-477aa785/
Carlos Alimurung,CEO,ONE Esports,Massachusetts Institute of Technology - Sloan School of Management,Singapore,500+,https://www.linkedin.com/in/calimurung/
steve lee,CEO,IHiS (Integrated Health Information Systems),IMD Business School,Singapore,500+,https://www.linkedin.com/in/steve-lee-979a1012/
MICHELE PUZZOLANTE,CEO,MPD DESIGNS PTE LTD,University of Tampa,Singapore,500+,https://www.linkedin.com/in/michele-puzzolante/
Manish Sharma,CEO,PureSoftware Ltd,,Singapore,500+,https://www.linkedin.com/in/manishsharma7/
Radhakrishna Bijjala,CEO,Total eBiz Solutions Pte Ltd,Regional Engineering Colleage,Singapore,500+,https://www.linkedin.com/in/bijrad/
Bryan Tan,CEO,Ascentis Private Limited,Nanyang Technological University,Singapore,500+,https://www.linkedin.com/in/bryan-tan-b014ba/
David Dinh,CEO,OSDORO,University of Technology Sydney,Singapore,500+,https://www.linkedin.com/in/daviddinh/
Stuart Pearce,CEO,tdglobal,University of Liverpool,Singapore,500+,https://www.linkedin.com/in/sgapearce/
James Chia,CEO,NetGain Systems,National University of Singapore,Singapore,500+,https://www.linkedin.com/in/james-chia-singapore/
Lionel Steinitz,CEO,Green Freight Asia,Advanced Telecommunication Research Institut - Kyoto,Singapore,500+,https://www.linkedin.com/in/lionel-steinitz-556a6a26/
Mark Evans,CEO,Dreamscape Networks & www.crazydomains.com,"Perth, Western Australia",Singapore,500+,https://www.linkedin.com/in/mark-evans-59036263/
Rudi Ramin,CEO,Infinit Care,INSEAD,Singapore,500+,https://www.linkedin.com/in/rudiramin/
Nikhil Eapen,CEO,STTelemedia,UCL,Singapore,500+,https://www.linkedin.com/in/nikhil-eapen-017222139/
Supriyo Sircar,CEO,Digileap Technologies (P) Ltd,"Indian Institute of Management, Bangalore",Singapore,500+,https://www.linkedin.com/in/supriyo/
Siddharth Sharma,CEO,Bharti Airtel,UCLA Anderson School of Management,Singapore,500+,https://www.linkedin.com/in/siddharth-sharma-188ba12/
Raymond Gillon,CEO,Ezyhaul,INSEAD,Singapore,500+,https://www.linkedin.com/in/raymond-gillon-6b09961/
Evert Pheng Hong Ong,CEO,Cartrack Technologies S.E.A Pte Ltd,Ngee Ann Polytechnic,Singapore,500+,https://www.linkedin.com/in/evert-pheng-hong-ong-0bb47012/
Jack Chia,CEO,WENX,The University of Hull,Singapore,500+,https://www.linkedin.com/in/jackyschia/
Paul Tham,CEO,Keppel REIT,Cornell University,Singapore,500+,https://www.linkedin.com/in/paul-tham-1b604311/
Marcus Cheng,CEO,Acclivis Technologies and Solutions,Nanyang Technological University,Singapore,347,https://www.linkedin.com/in/marcus-cheng/
Nirmal Natarajan,CEO,Piggylabs,University of Madras,Singapore,500+,https://www.linkedin.com/in/nirmalnatarajan/
Darren Edmonstone,CEO,Next Hotels and Resorts,,Singapore,500+,https://www.linkedin.com/in/darren-edmonstone-5241a7a9/
Rudy J. R.,CEO,Knowledge Catalyst Pte. Ltd.,,Singapore,500+,https://www.linkedin.com/in/rudyrahardjo/
Nainesh Jaisingh,CEO,Affirma Capital,Indian Institute of Management Bangalore,Singapore,500+,https://www.linkedin.com/in/nainesh-jaisingh-276b2b3/
Manikandan Kumar,CEO,Regale India,Anna University,Singapore,500+,https://www.linkedin.com/in/manikandan-kumar-7a476030/
Craig Gledhill,CEO,ACA Pacific,Victoria College (Now Deakin University),Singapore,500+,https://www.linkedin.com/in/craig-gledhill-172b55/
Warren Lim,CEO,finexis advisory Pte Ltd,University of Melbourne,Singapore,456,https://www.linkedin.com/in/warren-lim-a368ba71/
Ashokraj Vadivelu,CEO,Intelizest,,Singapore,500+,https://www.linkedin.com/in/ashokraj-vadivelu/
Matthias Yeo,CEO,Fund Technologies,National University of Singapore,Singapore,500+,https://www.linkedin.com/in/matthiasyeo/
Soon Kon Chun,CEO,Worksider,National University of Singapore,Singapore,500+,https://www.linkedin.com/in/soonkonchun/
Alex Chua,CEO,Goldbell Financial Services,Singularity University,Singapore,500+,https://www.linkedin.com/in/alex-chua-79a14346/
Tien Hock Lim,CEO,ComfortDelGro Driving Centre,Massachusetts Institute of Technology - Sloan School of Management,Singapore,500+,https://www.linkedin.com/in/tien-hock-lim-5337478/
Michael Jenkins,CEO,Expert Humans,University of Durham,Singapore,500+,https://www.linkedin.com/in/michael-jenkins-88342213/
Ashish Varma,CEO,Wowoo Exchange Singapore,Cass Business School,Singapore,500+,https://www.linkedin.com/in/ashishvarma-sg/
